judul_film,rating
Teenage Mutant Ninja Turtles III,2.0956521739130434
Teenagers from Outer Space,1.9
Teeth,3.0
Tegeran-43,3.5
Tell Your Children,2.967741935483871
Telling Lies in America,3.142857142857143
Telling You,2.6666666666666665
Temporada de patos,3.5416666666666665
Ten Canoes,3.1875
Ten Little Indians,3.473684210526316
Tenacious D in The Pick of Destiny,3.241758241758242
Tender Mercies,3.9878048780487805
Tenebre,3.62
Tengoku to jigoku,3.9523809523809526
Tenkû no shiro Rapyuta,3.9889380530973453
Tenue de soirée,2.25
Teorema,3.5
Tequila Sunrise,2.8763440860215055
Terminal Velocity,2.560810810810811
Terminator 2: Judgment Day,3.8133858267716536
Terminator 3: Rise of the Machines,3.0930232558139537
Terminator Salvation,3.7625868055555554
Terms of Endearment,3.543859649122807
Terra Estrangeira,4.75
Terror Train,2.6
Terror by Night,2.5
Terror in a Texas Town,2.5
Terrore nello spazio,3.1666666666666665
Tesis,3.7083333333333335
Tess,3.66
Testament,3.782608695652174
Tetsuo,3.426470588235294
Tetsuo II: Body Hammer,3.5454545454545454
Tex,2.8
Texas Terror,2.0
Texasville,2.875
Thank You for Smoking,3.8818635607321132
That Championship Season,3.0
That Darn Cat,2.638392857142857
That Old Feeling,3.3333333333333335
That Thing You Do!,3.324372759856631
That Touch of Mink,3.6346153846153846
That Was Then... This Is Now,2.25
That's Black Entertainment,3.5
That's Entertainment!,4.0227272727272725
That's Entertainment! III,3.392857142857143
"That's Entertainment, Part II",3.6
That's Life!,2.6666666666666665
The 'burbs,3.033582089552239
The 13th Warrior,2.994107744107744
The 24 Hour Woman,3.5
The 24th Day,2.642857142857143
The 300 Spartans,4.0
The 39 Steps,3.9424460431654675
The 40 Year Old Virgin,3.5453172205438066
"The 5,000 Fingers of Dr. T.",3.5172413793103448
The 51st State,2.8955223880597014
The 6th Day,2.847058823529412
The 7th Voyage of Sinbad,3.6627906976744184
The Abominable Dr. Phibes,3.609375
The Abominable Snowman,2.4
The AbsentMinded Professor,3.3125
The Abyss,3.6170774647887325
The Accidental Husband,2.25
The Accidental Tourist,3.4069767441860463
The Accused,3.6913043478260867
The Acid House,3.75
The Addams Family,3.236842105263158
The Adventure of Sherlock Holmes' Smarter Brother,2.25
The Adventures of Baron Munchausen,3.655982905982906
The Adventures of Bob & Doug McKenzie: Strange Brew,3.4482758620689653
The Adventures of Buckaroo Banzai Across the 8th Dimension,3.3692307692307693
The Adventures of Elmo in Grouchland,2.1
The Adventures of Ford Fairlane,2.7767857142857144
The Adventures of Huck Finn,3.22972972972973
The Adventures of Ichabod and Mr. Toad,3.6625
The Adventures of Pinocchio,2.586206896551724
The Adventures of Pluto Nash,2.236842105263158
"The Adventures of Priscilla, Queen of the Desert",3.6013513513513513
The Adventures of Robin Hood,3.76056338028169
The Adventures of Rocky & Bullwinkle,2.225609756097561
The Adventures of Sebastian Cole,3.357142857142857
The Adventures of Sharkboy and Lavagirl 3-D,2.0217391304347827
The Adventures of Sherlock Holmes,3.880952380952381
The Affair of the Necklace,2.8333333333333335
The African Queen,3.9744525547445257
The Age of Innocence,3.504854368932039
The Agony and the Ecstasy,3.1333333333333333
The Air I Breathe,3.3260869565217392
The Air Up There,2.3970588235294117
The Alamo,3.003968253968254
The Alligator People,1.5
The Allnighter,1.5
The Amati Girls,3.0
The Amazing Panda Adventure,2.1470588235294117
The American Astronaut,3.9444444444444446
The American President,3.4195710455764075
The Americanization of Emily,3.8333333333333335
The Amityville Curse,2.3333333333333335
The Amityville Horror,2.754601226993865
The Anarchist Cookbook,3.2
The Andromeda Strain,3.588709677419355
The Angry Red Planet,3.1666666666666665
The Animatrix,3.649812734082397
The Anniversary Party,3.375
The Ant Bully,2.8783783783783785
The Apartment,3.9864130434782608
The Apostle,3.650943396226415
The Apple Dumpling Gang,2.8392857142857144
The Apple Dumpling Gang Rides Again,2.484848484848485
The AristoCats,3.1953125
The Aristocrats,3.179640718562874
The Arrival,3.2522522522522523
The Art of War,2.9930555555555554
The Asphalt Jungle,3.892857142857143
The Assassination Bureau,3.227272727272727
The Assassination of Jesse James by the Coward Robert Ford,3.5839416058394162
The Assassination of Richard Nixon,3.5223880597014925
The Assignment,3.7045454545454546
The Associate,2.6481481481481484
The Astronaut Farmer,2.933333333333333
The Astronaut's Wife,2.4295774647887325
The Atomic Cafe,4.104166666666667
The Aviator,3.621555118110236
The Awful Truth,3.897727272727273
The Baby-Sitters Club,2.3541666666666665
The Babysitters,2.1538461538461537
The Bachelor,2.6440677966101696
The Bachelor and the Bobby-Soxer,3.8043478260869565
The Bad News Bears,2.802325581395349
The Bad News Bears Go to Japan,1.8611111111111112
The Bad News Bears in Breaking Training,2.3529411764705883
The Bad Seed,3.5294117647058822
The Bad and the Beautiful,4.117647058823529
The Ballad of Cable Hogue,3.7142857142857144
The Ballad of Jack and Rose,3.1538461538461537
The Ballad of Little Jo,3.1666666666666665
The Ballad of Ramblin' Jack,4.0
The Ballad of the Sad Cafe,2.25
The Band Wagon,4.078947368421052
The Banger Sisters,2.8661971830985915
The Bank Dick,4.045454545454546
The Bank Job,3.6448087431693987
The Barefoot Contessa,3.4642857142857144
The Barefoot Executive,2.9444444444444446
The Basketball Diaries,3.3761061946902653
The Bat People,3.5
The Battle of Shaker Heights,3.0
The Battle of the Sexes,3.75
The Baxter,3.4017857142857144
The Beach,3.1231422505307855
"The Beans of Egypt, Maine",4.0
The Beast Within,1.6666666666666667
"The Beast from 20,000 Fathoms",3.75
The Beast of War,3.55
The Beast of Yucca Flats,1.0
The Beast with Five Fingers,3.0
The Beastmaster,2.7282608695652173
The Beautician and the Beast,2.1666666666666665
The Beautiful Country,3.6666666666666665
The Bedford Incident,3.4545454545454546
The Bedroom Window,3.3125
The Beguiled,3.7333333333333334
The Bellboy,3.1333333333333333
The Bells of St. Mary's,3.7142857142857144
The Belly of an Architect,3.6666666666666665
The Benchwarmers,2.6403508771929824
The Benny Goodman Story,3.1363636363636362
The Best Little Whorehouse in Texas,2.539473684210526
The Best Man,3.0833333333333335
The Best Years of Our Lives,4.172131147540983
The Best of Everything,3.4375
The Best of Times,3.0
The Betrayal - Nerakhoon,3.1818181818181817
The Beverly Hillbillies,2.235576923076923
The Big Bad Swim,3.5
The Big Bird Cage,2.0
The Big Bounce,2.4270833333333335
The Big Brawl,3.2222222222222223
The Big Bus,3.0
The Big Chill,3.7036082474226806
The Big Clock,3.789473684210526
The Big Combo,3.388888888888889
The Big Country,3.7857142857142856
The Big Doll House,3.5
The Big Easy,3.7051282051282053
The Big Empty,3.45
The Big Green,2.473684210526316
The Big Heat,4.0125
The Big Hit,2.9722222222222223
The Big Kahuna,3.3541666666666665
The Big Knife,3.5
The Big Lebowski,3.899431818181818
The Big Red One,3.7195121951219514
The Big Sleep,4.069148936170213
The Big Squeeze,2.0
The Big Store,3.7222222222222223
The Big Tease,3.0833333333333335
The Big Town,2.375
The Big Trail,2.0
The Big Trees,2.8333333333333335
The Big White,2.8461538461538463
The Bigamist,3.0
The Birdcage,3.380855397148676
The Birds,3.673459244532803
The Birth of a Nation,3.202127659574468
The Bishop's Wife,3.8035714285714284
The Black Cauldron,3.059322033898305
The Black Dahlia,2.7008196721311477
The Black Hole,2.7705882352941176
The Black Orchid,1.8333333333333333
The Black Pirate,4.0
The Black Stallion,3.640625
The Black Stallion Returns,2.2
The Blair Witch Project,2.820886075949367
The Blob,3.0210526315789474
The Blood of Heroes,3.5526315789473686
The Blood of Jesus,3.5833333333333335
The Blue Gardenia,3.55
The Blue Lagoon,2.5982142857142856
The Blue Max,3.5
The Blues Brothers,3.721518987341772
The Bodyguard,2.6990291262135924
The Bone Collector,3.180817610062893
The Bonfire of the Vanities,2.576923076923077
The Book of Life,4.166666666666667
The Boondock Saints,3.87875
The Boost,2.9444444444444446
The Border,2.8636363636363638
The Born Losers,3.75
The Borrowers,2.769230769230769
The Boston Strangler,3.5
The Bostonians,2.8
The Bounty,3.6702127659574466
The Bourne Identity,3.8077100646352724
The Bourne Supremacy,3.734004739336493
The Bourne Ultimatum,3.927919708029197
The Boy Who Could Fly,3.0405405405405403
The Boy in the Striped Pyjamas,3.5
The Boy with Green Hair,3.375
The Boys Next Door,2.5
The Boys from Brazil,3.45625
The Boys from County Clare,3.875
The Boys in Company C,3.3333333333333335
The Boys in the Band,3.388888888888889
The Boys of Baraka,3.977272727272727
The Boys of St. Vincent,3.588235294117647
The Brady Bunch Movie,2.5714285714285716
The Brain That Wouldn't Die,2.4375
The Brandon Teena Story,3.625
The Brave Little Toaster,3.1845238095238093
The Brave One,3.515151515151515
The Break-Up,2.9768211920529803
The Breakfast Club,3.7105978260869565
The Bridge,3.588235294117647
The Bridge at Remagen,3.2083333333333335
The Bridge of San Luis Rey,2.2142857142857144
The Bridge on the River Kwai,4.044496487119438
The Bridges of Madison County,3.2344497607655502
The Broadway Melody,3.3333333333333335
The Broken Hearts Club: A Romantic Comedy,3.5384615384615383
The Brood,3.62
The Brother from Another Planet,3.6176470588235294
The Brothers Grimm,2.9840637450199203
The Brothers McMullen,3.3125
The Brothers Solomon,2.8823529411764706
The Brown Bunny,2.375
The Browning Version,3.9782608695652173
The Bucket List,3.508
The Buddy Holly Story,3.638888888888889
The Business,3.1666666666666665
The Business of Fancydancing,3.75
The Business of Strangers,3.3181818181818183
The Butcher Boy,3.7941176470588234
The Butcher's Wife,2.6914893617021276
The Butterfly Effect,3.641036184210526
The Butterfly Effect 2,2.033333333333333
The Cabinet of Dr. Ramirez,1.5
The Cable Guy,2.6619217081850532
The Caine Mutiny,4.010869565217392
The Cameraman,3.05
The Cannonball Run,2.7433035714285716
The Canterville Ghost,3.5714285714285716
The Cardinal,3.5
The Care Bears Movie,2.0
The Cassandra Crossing,3.25
The Castaway Cowboy,3.2
The Castle,3.7734375
The Cat and the Canary,3.0
The Cat from Outer Space,2.817073170731707
The Cat in the Hat,1.9866666666666666
The Cat's Meow,3.1463414634146343
The Cave,2.5444444444444443
The Caveman's Valentine,3.1
The Cell,3.01171875
The Celluloid Closet,3.9814814814814814
The Cement Garden,3.6
The Cemetery Club,2.6666666666666665
The Center of the World,2.8
The Chamber,3.0689655172413794
The Chant of Jimmie Blacksmith,3.6666666666666665
The Charge of the Light Brigade,3.6
The Chase,2.95
The Cheap Detective,3.1
The Cheyenne Social Club,3.25
The Children of Huang Shi,3.6666666666666665
The Children's Hour,3.526315789473684
The China Syndrome,3.6839622641509435
The Chosen,3.8214285714285716
The Chronicles of Narnia: Prince Caspian,3.465
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",3.4512
The Chronicles of Riddick,3.1423357664233578
The Chumscrubber,3.4615384615384617
The Château,3.0
The Cider House Rules,3.691740412979351
The Cincinnati Kid,3.8
The Circus,3.2857142857142856
The City of the Dead,3.25
The Claim,2.911764705882353
The Clan of the Cave Bear,2.607142857142857
The Clearing,3.032258064516129
The Client,3.2445141065830723
The Closer You Get,3.0
The Coca-Cola Kid,3.1052631578947367
The Cocoanuts,3.9558823529411766
The Color Purple,3.793577981651376
The Color of Money,3.460122699386503
The Comancheros,3.392857142857143
The Comebacks,2.8125
The Comfort of Strangers,2.8333333333333335
The Commitments,3.8575
The Company,3.225806451612903
The Company of Wolves,3.3846153846153846
The Competition,3.5454545454545454
The Computer Wore Tennis Shoes,2.913793103448276
The Concorde... Airport '79,2.0
The Condemned,2.84375
The Constant Gardener,3.7650753768844223
The Contender,3.5219298245614037
The Contract,2.5833333333333335
The Convent,3.388888888888889
The Conversation,3.985294117647059
The Cook the Thief His Wife & Her Lover,3.459016393442623
The Cookout,2.1666666666666665
The Cooler,3.4707602339181287
The Core,2.680451127819549
The Corporation,3.9879518072289155
The Corruptor,3.0
The Cotton Club,3.0
The Couch Trip,2.875
The Count of Monte Cristo,3.7619718309859156
The Counterfeit Traitor,3.875
The Country Bears,1.6923076923076923
The Country Girl,3.9166666666666665
The Court Jester,4.01
The Court-Martial of Billy Mitchell,2.8333333333333335
The Courtship of Eddie's Father,3.5
The Covenant,2.7435897435897436
The Cowboy Way,2.6923076923076925
The Craft,2.8692660550458715
The Creature Wasn't Nice,1.0
The Creeping Flesh,2.375
The Crimson Pirate,3.875
The Crocodile Hunter: Collision Course,2.176470588235294
The Crossing Guard,3.3333333333333335
The Crow,3.4761904761904763
The Crow: City of Angels,2.6614583333333335
The Crow: Salvation,2.4130434782608696
The Crow: Wicked Prayer,2.4
The Crucible,3.441666666666667
The Crude Oasis,4.0
The Cruel Sea,3.25
The Crying Game,3.606172839506173
The Cure,3.3260869565217392
The Curious Case of Benjamin Button,3.706896551724138
The Curse of Frankenstein,3.5
The Curse of the Cat People,3.375
The Curse of the Jade Scorpion,3.002016129032258
The Cutting Edge,3.2459016393442623
The Da Vinci Code,3.092
The Dam Busters,3.5
The Dancer Upstairs,3.7
The Dangerous Lives of Altar Boys,3.652439024390244
The Darjeeling Limited,3.6089385474860336
The Dark Crystal,3.586693548387097
The Dark Half,3.0344827586206895
The Dark Knight,4.2250453720508165
The Darwin Awards,2.8333333333333335
The Day After Tomorrow,2.9502032520325203
The Day of the Dolphin,3.125
The Day of the Jackal,3.9315068493150687
The Day of the Locust,3.125
The Day of the Triffids,3.3518518518518516
The Day the Earth Caught Fire,4.0
The Day the Earth Stood Still,3.8202380952380954
The Daytrippers,3.6666666666666665
The Dead Girl,3.323529411764706
The Dead Pool,3.216666666666667
The Dead Zone,3.6688741721854305
The Deadly Companions,4.0
The Deadly Mantis,2.8333333333333335
The Deal,3.3333333333333335
The Debut,2.75
The Deceivers,4.0
The Decline of Western Civilization Part II: The Metal Years,3.9375
The Decline of Western Civilization Part III,3.6818181818181817
The Deep End,3.347826086956522
The Deep End of the Ocean,2.5
The Deer Hunter,3.9164556962025316
The Defiant Ones,3.727272727272727
The Delicate Delinquent,3.388888888888889
The Departed,4.052238805970149
The Descent,3.5822784810126582
The Desert Fox: The Story of Rommel,3.590909090909091
The Desert Rats,3.4375
The Designated Mourner,3.125
The Desperate Hours,2.9375
The Devil Bat,2.0
The Devil Rides Out,3.5
The Devil Wears Prada,3.3165584415584415
The Devil and Daniel Johnston,3.9047619047619047
The Devil and Max Devlin,2.25
The Devil at 4 O'Clock,4.0
The Devil's Advocate,3.5338447653429603
The Devil's Brigade,3.111111111111111
The Devil's Own,2.831967213114754
The Devil's Playground,3.8125
The Devil's Rain,2.5
The Devil's Rejects,3.1315789473684212
The Devil-Doll,2.3333333333333335
The Diaries of Vaslav Nijinsky,1.0
The Diary of Anne Frank,3.69811320754717
The Dirty Dozen,3.8268482490272375
The Discovery of Heaven,3.1875
The Dish,3.709016393442623
The Disorderly Orderly,3.1666666666666665
The Distinguished Gentleman,2.9555555555555557
The Dogs of War,3.8095238095238093
The Doom Generation,3.0
The Door in the Floor,3.5090909090909093
The Doors,3.3814814814814813
The Draughtsman's Contract,3.6739130434782608
The Dream Catcher,2.5148148148148146
The Dream Team,3.2083333333333335
The Dreamers,3.539473684210526
The Dresser,3.727272727272727
The Driller Killer,2.625
The Drowning Pool,3.3333333333333335
The Duchess,3.75
The Duellists,3.75
The Dukes of Hazzard,2.44
The Dunwich Horror,2.5
The Dust Factory,2.875
The Dying Gaul,3.0
The Eagle Has Landed,3.608108108108108
The Earthling,2.5
The Eddy Duchin Story,3.5
The Edge,3.2291666666666665
The Edge of Love,3.0
The Education of Little Tree,3.625
The Effect of Gamma Rays on Man-in-the-Moon Marigolds,3.5454545454545454
The Eiger Sanction,3.3125
The Electric Horseman,3.022727272727273
The Elephant Man,3.890769230769231
The Emerald Forest,3.357142857142857
The Emperor's Club,3.422222222222222
The Emperor's New Clothes,3.4318181818181817
The Emperor's New Groove,3.4891696750902526
The End of Violence,3.361111111111111
The End of the Affair,3.4545454545454546
The Endless Summer,3.6538461538461537
The Endless Summer 2,3.5
The Endurance: Shackleton's Legendary Antarctic Expedition,3.8026315789473686
The Enemy Below,3.625
The Enforcer,3.6648936170212765
The English Patient,3.4297520661157024
The Englishman Who Went Up a Hill But Came Down a Mountain,3.2900552486187844
The Entertainer,4.071428571428571
The Entity,3.0384615384615383
The Errand Boy,3.0
The Escapist,3.0
The Evening Star,2.5
The Evil Dead,3.5795454545454546
The Evil That Men Do,2.0
The Exorcism of Emily Rose,3.1097560975609757
The Exorcist,3.6241496598639458
The Exorcist III,2.551282051282051
The Experts,3.0
The Express,3.5
The Exterminator,2.7
The Eye,2.642857142857143
The Eyes of Tammy Faye,3.517857142857143
The Fabulous Baker Boys,3.3461538461538463
The Faculty,2.823394495412844
The Falcon and the Snowman,3.559322033898305
The Fall,3.900735294117647
The Fall Guy,3.8365384615384617
The Fallen Idol,4.25
The Family Jewels,3.1666666666666665
The Family Man,3.2531645569620253
The Family Stone,3.1166666666666667
The Fan,2.6319444444444446
The Fantasticks,2.25
The Far Country,3.6666666666666665
The Farmer's Daughter,3.8181818181818183
The Farmer's Wife,2.9
The Fast and the Furious,2.705
The Fast and the Furious: Tokyo Drift,2.7083333333333335
The Favor,2.5714285714285716
The Field,3.409090909090909
The Fiendish Plot of Dr. Fu Manchu,2.5714285714285716
The Fifth Element,3.7
The Fifth Musketeer,3.1666666666666665
The Fighting Seabees,3.2222222222222223
The Fighting Temptations,2.625
The Filth and the Fury,3.8125
The Final Countdown,3.5657894736842106
The Final Cut,2.975806451612903
The Final Season,2.25
The Firm,3.4267399267399266
The First $20 Million Is Always the Hardest,3.211267605633803
The First Deadly Sin,2.25
The First Wives Club,2.840909090909091
The Fisher King,3.6538461538461537
The Five Heartbeats,3.1666666666666665
The Five Senses,3.361111111111111
The Flamingo Kid,3.2065217391304346
The Flight of Dragons,3.6
The Flim-Flam Man,3.3125
The Flintstones,2.169254658385093
The Flintstones in Viva Rock Vegas,1.7592592592592593
The Flock,2.0
The Fluffer,2.5
The Fly,3.4393592677345537
The Fly II,2.1964285714285716
The Flying Deuces,3.8
The Fog,2.7524752475247523
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,4.080110497237569
The Food of the Gods,2.4375
The Foot Fist Way,3.0
The Forbidden Kingdom,3.2337662337662336
The Forgotten,2.9139433551198257
The Forsaken,2.9375
The Fortune Cookie,3.4210526315789473
The Fountain,3.5704545454545453
The Fountainhead,3.619047619047619
The Four Feathers,3.2042682926829267
The Four Musketeers,3.7421875
The Fourth Protocol,2.89
The Fox and the Hound,3.3125
The French Connection,3.8296875
The French Lieutenant's Woman,3.4166666666666665
The Freshman,3.33
The Frighteners,3.4142156862745097
The Frisco Kid,3.25
The Frog Prince,2.75
The Front Page,3.61
The Fugitive,3.770038167938931
The Fugitive Kind,3.5
The Full Monty,3.574603174603175
The Funeral,3.1538461538461537
The Funhouse,2.7142857142857144
The Game,3.7533632286995515
The Game Plan,3.0
The Game of Their Lives,3.5
The Garbage Pail Kids Movie,1.4523809523809523
The Gate II: Trespassers,2.0
The Gauntlet,3.3125
The Gay Deceivers,1.0
The Gay Divorcee,3.6447368421052633
The General,4.019179894179894
The General's Daughter,2.9389671361502345
The Ghost Breakers,4.25
The Ghost and Mr. Chicken,3.4473684210526314
The Ghost and Mrs. Muir,3.9318181818181817
The Ghost and the Darkness,3.396694214876033
The Ghost of Frankenstein,3.375
The Giant Gila Monster,2.2
The Giant Spider Invasion,1.0
The Gift,3.327777777777778
The Gingerbread Man,2.732142857142857
The Girl Next Door,3.3247549019607843
The Girl in a Swing,3.5
The Glass Bottom Boat,3.15
The Glass House,2.8773584905660377
The Glass Menagerie,3.15
The Glass Shield,3.25
The Glenn Miller Story,3.6956521739130435
The Glimmer Man,2.2830188679245285
The Gnome-Mobile,2.8333333333333335
The Go-Getter,3.6666666666666665
The Goat,3.611111111111111
The Godfather,4.334656084656085
The Godfather: Part II,4.228211009174312
The Godfather: Part III,3.486904761904762
The Gods Must Be Crazy,3.631964809384164
The Gods Must Be Crazy II,2.9609375
The Gold Rush,4.134146341463414
The Golden Bowl,2.8157894736842106
The Golden Child,2.819620253164557
The Golden Compass,3.265193370165746
The Golden Voyage of Sinbad,3.590909090909091
The Good Earth,4.035714285714286
The Good German,3.03125
The Good Girl,3.378787878787879
The Good Mother,2.9166666666666665
The Good Night,3.3
The Good Shepherd,3.433649289099526
The Good Son,3.0522388059701493
The Good Thief,3.411764705882353
The Goodbye Girl,3.723076923076923
The Goonies,3.6520681265206814
The Gospel,2.25
The Governess,3.2
The Graduate,3.9519572953736657
The Grand,3.0416666666666665
The Grapes of Wrath,4.012195121951219
The Grass Harp,3.388888888888889
The Grass Is Greener,3.6315789473684212
The Grateful Dead,2.611111111111111
The Great Debaters,3.7857142857142856
The Great Dictator,4.006451612903226
The Great Escape,4.004830917874396
The Great Gatsby,3.1979166666666665
The Great Locomotive Chase,4.0
The Great Mouse Detective,3.3219178082191783
The Great Muppet Caper,3.6981981981981984
The Great Outdoors,3.1847826086956523
The Great Race,3.380952380952381
The Great Raid,3.6354166666666665
The Great Rock 'n' Roll Swindle,3.5
The Great Santini,3.6122448979591835
The Great Train Robbery,3.75
The Great Waldo Pepper,3.625
The Great White Hope,3.3636363636363638
The Great White Hype,2.740740740740741
The Great Ziegfeld,3.9285714285714284
The Greatest Game Ever Played,3.75
The Greatest Show on Earth,3.22
The Greatest Story Ever Told,3.4444444444444446
The Green Berets,2.966666666666667
The Green Mile,3.9066959385290887
The Green Pastures,4.0
The Grey Fox,3.4166666666666665
The Grey Zone,3.533333333333333
The Grifters,3.7526041666666665
The Groove Tube,2.8333333333333335
The Grudge,2.6432432432432433
The Grudge 2,2.4
The Guardian,3.2573529411764706
The Gun in Betty Lou's Handbag,2.625
The Gunfighter,3.375
The Guns of Navarone,3.641711229946524
The Guru,2.925
The Gypsy Moths,3.0
The Hammer,3.875
The Hand That Rocks the Cradle,3.0977443609022557
The Handmaid's Tale,3.3378378378378377
The Hanging Garden,3.5238095238095237
The Happening,2.611111111111111
The Happiest Millionaire,3.25
The Hard Way,2.869565217391304
The Hard Word,3.2777777777777777
The Harder They Come,3.84375
The Harder They Fall,4.0
The Harvey Girls,3.6
The Haunted Mansion,2.4603174603174605
The Haunted Palace,3.25
The Haunted World of Edward D. Wood Jr.,3.388888888888889
The Haunting,2.707345971563981
The Haunting of Molly Hartley,2.2857142857142856
The Heart Is Deceitful Above All Things,2.7777777777777777
The Heart of Me,3.0
The Heartbreak Kid,2.9322033898305087
The Hebrew Hammer,2.7708333333333335
The Heiress,4.037037037037037
The Hi-Lo Country,3.125
The High and the Mighty,3.388888888888889
The Hills Have Eyes,2.7875
The Hills Have Eyes II,2.1470588235294117
The Hindenburg,3.3076923076923075
The Hired Hand,2.75
The History Boys,3.3513513513513513
The Hitch Hikers Guide to the Galaxy,3.311783960720131
The Hitch-Hiker,3.3
The Hitcher,3.223809523809524
The Hoax,3.2966101694915255
The Holcroft Covenant,2.7
The Hole,3.0
The Holiday,3.4480337078651684
The Hollywood Knights,3.0
The Holy Land,3.5833333333333335
The Holy Mountain,4.375
The Honeymoon Killers,3.772727272727273
The Honeymooners,2.4375
The Horse Soldiers,3.3
The Horse Whisperer,3.2041666666666666
The Horse in the Gray Flannel Suit,3.3333333333333335
The Horse's Mouth,3.55
The Hot Chick,2.5773809523809526
The Hot Rock,3.730769230769231
The Hot Spot,3.2666666666666666
The Hotel New Hampshire,2.953125
The Hound of the Baskervilles,3.5245098039215685
The Hour of the Pig,3.2916666666666665
The Hours,3.760115606936416
The House Bunny,2.6666666666666665
The House of Mirth,3.3088235294117645
The House of Yes,3.520408163265306
The House of the Spirits,3.4
The House on Carroll Street,2.375
The Howling,3.2698412698412698
The Hudsucker Proxy,3.783489096573209
The Human Stain,3.1266666666666665
The Hunchback of Notre Dame,3.1300335570469797
The Hunt for Red October,3.7758186397984885
The Hunted,2.6153846153846154
The Hunter,3.4375
The Hunting Party,3.0
The Hunting of the President,2.9642857142857144
The Hurricane,3.637376237623762
The Hustler,4.08659217877095
The Ice Harvest,3.1555555555555554
The Ice Pirates,3.0121951219512195
The Ice Storm,3.792372881355932
The Iceman Cometh,3.0
The Idolmaker,3.25
The Illusionist,3.781995661605206
The Immigrant,3.8333333333333335
The Importance of Being Earnest,3.628086419753086
The In Crowd,2.925
The In-Laws,3.2989690721649483
The Incredible Hulk,2.8532008830022075
The Incredible Mr. Limpet,3.1447368421052633
The Incredible Shrinking Man,3.573170731707317
The Incredible Shrinking Woman,2.6956521739130435
The Incredibles,3.9425385934819897
The Incredibly True Adventure of Two Girls in Love,3.22
The Independent,4.166666666666667
The Indian Runner,3.2857142857142856
The Indian in the Cupboard,2.83739837398374
The Inkwell,2.3333333333333335
The Inn of the Sixth Happiness,3.5
The Innocents,3.8260869565217392
The Inspector General,3.861111111111111
The Internecine Project,3.5
The Interpreter,3.334070796460177
The Invasion,3.051470588235294
The Invisible,2.642857142857143
The Invisible Circus,2.6153846153846154
The Invisible Man,3.6363636363636362
The Invisible Man Returns,3.3333333333333335
The Invisible Ray,1.0
The Ipcress File,3.7241379310344827
The Iron Giant,3.87874251497006
The Iron Horse,4.0
The Island,3.3608433734939758
The Island at the Top of the World,2.5
The Island of Dr. Moreau,2.240625
The Italian Job,3.532751091703057
The Jackal,2.9935897435897436
The Jacket,3.520979020979021
The James Dean Story,2.0
The Jane Austen Book Club,3.3125
The January Man,2.8823529411764706
The Jazz Singer,3.1354166666666665
The Jerk,3.5423387096774195
The Jerky Boys,1.8611111111111112
The Jewel of the Nile,3.0780590717299576
The Jezebels,3.1
The Jimmy Show,3.5
The Jolson Story,3.642857142857143
The Journey of August King,4.0
The Journey of Natty Gann,3.533333333333333
The Joy Luck Club,3.7287581699346406
The Jungle Book,3.4761316872427983
The Jungle Book 2,2.0
The Juror,2.757142857142857
The Karate Kid,3.300228310502283
"The Karate Kid, Part II",2.5268817204301075
"The Karate Kid, Part III",2.117283950617284
The Keep,3.4444444444444446
The Kentuckian,3.0
The Kentucky Fried Movie,3.2371794871794872
The Kid & I,2.5
The Kid Brother,3.5833333333333335
The Kid Stays in the Picture,3.4814814814814814
The Killer Elite,4.0
The Killer Shrews,1.75
The Killing,3.9873949579831933
The Killing Fields,4.038647342995169
The Killing of Sister George,3.25
The Killing of a Chinese Bookie,3.3333333333333335
The King,3.125
The King Is Alive,4.333333333333333
The King and I,3.6897163120567376
The King of Comedy,3.9051724137931036
The King of Marvin Gardens,2.875
The Kingdom,3.548507462686567
The Kite Runner,3.880952380952381
The Krays,3.5714285714285716
The Ladies Man,2.907608695652174
The Lady Eve,4.147058823529412
The Lady Vanishes,4.121621621621622
The Lady from Shanghai,3.883720930232558
The Lady in Red,2.9583333333333335
The Ladykillers,3.2365771812080535
The Lair of the White Worm,2.858974358974359
The Lake House,3.3656716417910446
The Land Before Time,3.3057851239669422
The Land Before Time III: The Time of the Great Giving,1.7678571428571428
The Land Girls,3.3
The Laramie Project,3.693548387096774
The Last American Virgin,2.3043478260869565
The Last Boy Scout,3.1020833333333333
The Last Castle,3.495049504950495
The Last Days of Disco,3.1666666666666665
The Last Detail,3.797872340425532
The Last Dragon,3.066666666666667
The Last Emperor,3.863481228668942
The Last Flight of Noah's Ark,3.5
The Last Horror Movie,3.3333333333333335
The Last House on the Left,2.935483870967742
The Last King of Scotland,3.892282958199357
The Last Kiss,3.1728395061728394
"The Last Klezmer: Leopold Kozlowski, His Life and Music",3.0
The Last Legion,2.8333333333333335
The Last Man on Earth,3.2954545454545454
The Last Mimzy,3.4152542372881354
The Last Minute,1.0
The Last Picture Show,4.039130434782609
The Last Samurai,3.6513067400275103
The Last Seduction,3.826923076923077
The Last September,2.0
The Last Shot,2.8333333333333335
The Last Starfighter,3.47244094488189
The Last Supper,3.6018518518518516
The Last Temptation of Christ,3.709090909090909
The Last Time I Committed Suicide,2.75
The Last Time I Saw Paris,4.125
The Last Tycoon,2.5
