judul_film,rating,title,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,Rating
The Messengers,2.783333333333333,The Messengers,Drama,Horror,Thriller,,,,,,2
The Meteor Man,2.3684210526315788,The Meteor Man,Comedy,,,,,,,,2
The Mexican,2.9727891156462585,The Mexican,Action,Comedy,,,,,,,2
The Midnight Meat Train,2.875,The Midnight Meat Train,Crime,Horror,Mystery,Thriller,,,,,2
The Mighty Ducks,2.82093023255814,The Mighty Ducks,Children,Comedy,,,,,,,2
The Mighty Ducks,2.82093023255814,The Mighty Ducks,Drama,,,,,,,,2
The Mighty Quinn,3.2,The Mighty Quinn,Crime,Mystery,,,,,,,2
The Milagro Beanfield War,3.793478260869565,The Milagro Beanfield War,Comedy,Drama,Fantasy,,,,,,2
The Million Dollar Duck,2.6666666666666665,The Million Dollar Duck,Children,Comedy,,,,,,,2
The Million Dollar Hotel,3.036363636363636,The Million Dollar Hotel,Drama,Mystery,Romance,,,,,,2
The Minus Man,3.1346153846153846,The Minus Man,Drama,Mystery,,,,,,,2
The Miracle Worker,3.925,The Miracle Worker,Drama,,,,,,,,2
The Miracle of Morgan's Creek,3.6666666666666665,The Miracle of Morgan's Creek,Comedy,Romance,,,,,,,2
The Mirror Crack'd,3.2333333333333334,The Mirror Crack'd,Crime,Mystery,Thriller,,,,,,2
The Mirror Has Two Faces,2.813953488372093,The Mirror Has Two Faces,Comedy,Drama,Romance,,,,,,2
The Misfits,3.6,The Misfits,Drama,,,,,,,,2
The Missing,3.3058252427184467,The Missing,Drama,Mystery,Thriller,,,,,,2
The Missing,3.3058252427184467,The Missing,Drama,Western,,,,,,,2
The Mission,3.8865384615384615,The Mission,Drama,,,,,,,,2
The Mission,3.8865384615384615,The Mission,Comedy,,,,,,,,2
The Missouri Breaks,2.8,The Missouri Breaks,Western,,,,,,,,2
The Mist,3.363157894736842,The Mist,Drama,Horror,Sci-Fi,Thriller,,,,,2
The Mists of Avalon,3.561224489795918,The Mists of Avalon,Drama,,,,,,,,2
The Mists of Avalon,3.561224489795918,The Mists of Avalon,Drama,Fantasy,Sci-Fi,,,,,,2
The Mod Squad,2.21,The Mod Squad,Action,Crime,,,,,,,2
The Moguls,3.571428571428572,The Moguls,Crime,Drama,Thriller,,,,,,2
The Moguls,3.571428571428572,The Moguls,Crime,Thriller,,,,,,,2
The Mole People,3.2857142857142856,The Mole People,Horror,Sci-Fi,,,,,,,2
The Molly Maguires,3.333333333333333,The Molly Maguires,Drama,,,,,,,,2
The Money Pit,3.003012048192771,The Money Pit,Comedy,,,,,,,,2
The Monster Club,3.75,The Monster Club,Comedy,Horror,,,,,,,2
The Monster Squad,2.9615384615384617,The Monster Squad,Adventure,Comedy,Horror,,,,,,2
The Moon-Spinners,3.0,The Moon-Spinners,Children,Mystery,,,,,,,2
The More the Merrier,3.75,The More the Merrier,Comedy,Romance,,,,,,,2
The Morning After,2.9761904761904763,The Morning After,Drama,Mystery,,,,,,,2
The Mosquito Coast,3.286324786324786,The Mosquito Coast,Drama,,,,,,,,2
The Most Dangerous Game,3.6944444444444446,The Most Dangerous Game,Adventure,Mystery,Thriller,,,,,,2
The Mother,3.361111111111111,The Mother,Comedy,,,,,,,,2
The Mother,3.361111111111111,The Mother,Drama,,,,,,,,2
The Mothman Prophecies,3.1108247422680413,The Mothman Prophecies,Drama,Fantasy,Horror,Mystery,Thriller,,,,2
The Mountain Men,3.5,The Mountain Men,Adventure,Western,,,,,,,2
The Mouse That Roared,3.6666666666666665,The Mouse That Roared,Comedy,War,,,,,,,2
The Mudge Boy,3.125,The Mudge Boy,Drama,,,,,,,,2
The Mummy,3.083863443596268,The Mummy,Action,Adventure,Fantasy,Horror,Thriller,,,,2
The Mummy,3.083863443596268,The Mummy,Horror,Romance,,,,,,,2
The Mummy,3.083863443596268,The Mummy,Horror,,,,,,,,2
The Mummy Returns,2.8633333333333333,The Mummy Returns,Action,Adventure,Horror,Thriller,,,,,2
The Mummy's Curse,2.9285714285714284,The Mummy's Curse,Horror,,,,,,,,2
The Mummy's Ghost,2.75,The Mummy's Ghost,Horror,,,,,,,,2
The Mummy's Hand,3.5,The Mummy's Hand,Horror,,,,,,,,2
The Mummy: Tomb of the Dragon Emperor,2.71,The Mummy: Tomb of the Dragon Emperor,Horror,,,,,,,,2
The Mummy: Tomb of the Dragon Emperor,2.71,The Mummy: Tomb of the Dragon Emperor,Action,Adventure,Fantasy,Thriller,,,,,2
The Muppet Christmas Carol,3.571428571428572,The Muppet Christmas Carol,Children,Fantasy,Musical,,,,,,2
The Muppet Movie,3.713740458015267,The Muppet Movie,Children,Comedy,Musical,,,,,,2
The Muppets Take Manhattan,3.532258064516129,The Muppets Take Manhattan,Children,Comedy,Musical,,,,,,2
The Muse,2.669230769230769,The Muse,Comedy,Drama,,,,,,,2
The Music Man,3.763888888888889,The Music Man,Children,Comedy,Musical,Romance,,,,,2
The Mystic Masseur,2.3,The Mystic Masseur,Drama,,,,,,,,2
The Myth of Fingerprints,3.5,The Myth of Fingerprints,Comedy,Drama,,,,,,,2
The Naked City,3.6,The Naked City,Crime,Drama,Film-Noir,Mystery,,,,,2
The Naked Gun 2½: The Smell of Fear,3.2091503267973858,The Naked Gun 2½: The Smell of Fear,Comedy,,,,,,,,2
The Naked Gun: From the Files of Police Squad!,3.641732283464567,The Naked Gun: From the Files of Police Squad!,Action,Comedy,Crime,Romance,,,,,2
The Naked Jungle,3.0,The Naked Jungle,Adventure,Drama,,,,,,,2
The Naked Kiss,3.25,The Naked Kiss,Drama,,,,,,,,2
The Naked Man,3.0,The Naked Man,Drama,,,,,,,,2
The Naked Prey,2.75,The Naked Prey,Adventure,,,,,,,,2
The Naked Spur,3.409090909090909,The Naked Spur,Western,,,,,,,,2
The Namesake,3.827586206896552,The Namesake,Drama,Romance,,,,,,,2
The Nanny Diaries,2.9473684210526314,The Nanny Diaries,Comedy,Drama,Romance,,,,,,2
The Narrow Margin,3.555555555555556,The Narrow Margin,Crime,Drama,Film-Noir,,,,,,2
The Nativity Story,3.66,The Nativity Story,Drama,,,,,,,,2
The Natural,3.849726775956284,The Natural,Drama,,,,,,,,2
The Navigator: A Mediaeval Odyssey,3.566666666666667,The Navigator: A Mediaeval Odyssey,Adventure,Fantasy,Sci-Fi,,,,,,2
The Navigators,3.0,The Navigators,Comedy,Drama,,,,,,,2
The Negotiator,3.5078125,The Negotiator,Action,Crime,Drama,Mystery,Thriller,,,,2
The Net,2.7441471571906355,The Net,Action,Crime,Thriller,,,,,,2
The Neverending Story II: The Next Chapter,2.3564356435643563,The Neverending Story II: The Next Chapter,Adventure,Children,Fantasy,,,,,,2
The Neverending Story III,3.340340909090909,The Neverending Story III,Adventure,Children,Fantasy,,,,,,2
The Neverending Story III,3.340340909090909,The Neverending Story III,Adventure,Children,Fantasy,,,,,,2
The New Adventures of Pippi Longstocking,2.636363636363636,The New Adventures of Pippi Longstocking,Adventure,Children,Fantasy,Musical,,,,,2
The New Age,2.8,The New Age,Drama,,,,,,,,2
The New Guy,2.821428571428572,The New Guy,Comedy,,,,,,,,2
The New World,3.4703703703703703,The New World,Adventure,Drama,Romance,,,,,,2
The Newton Boys,3.117647058823529,The Newton Boys,Crime,Drama,,,,,,,2
The Next Best Thing,2.571428571428572,The Next Best Thing,Comedy,Drama,,,,,,,2
The Next Karate Kid,1.9615384615384612,The Next Karate Kid,Action,Children,,,,,,,2
The Night Flier,2.9166666666666665,The Night Flier,Horror,,,,,,,,2
The Night Listener,2.875,The Night Listener,Fantasy,Mystery,Thriller,,,,,,2
The Night Visitor,4.0,The Night Visitor,Crime,Thriller,,,,,,,2
The Night of the Following Day,2.75,The Night of the Following Day,Crime,Drama,,,,,,,2
The Night of the Generals,3.857142857142857,The Night of the Generals,Crime,Drama,Mystery,Thriller,War,,,,2
The Night of the Hunter,4.075757575757576,The Night of the Hunter,Drama,Film-Noir,Thriller,,,,,,2
The Night of the Iguana,3.803571428571429,The Night of the Iguana,Drama,Thriller,,,,,,,2
The Night the Lights Went Out in Georgia,3.0,The Night the Lights Went Out in Georgia,Drama,,,,,,,,2
The Nightmare Before Christmas,3.796728971962617,The Nightmare Before Christmas,Animation,Children,Fantasy,Musical,,,,,2
The Nine Lives of Fritz the Cat,2.5,The Nine Lives of Fritz the Cat,Animation,,,,,,,,2
The Nines,3.3857142857142857,The Nines,Drama,Mystery,,,,,,,2
The Ninth Configuration,3.555555555555556,The Ninth Configuration,Drama,War,,,,,,,2
The Ninth Gate,3.24515503875969,The Ninth Gate,Horror,,,,,,,,2
The Ninth Gate,3.24515503875969,The Ninth Gate,Fantasy,Horror,Mystery,Thriller,,,,,2
The Nomi Song,3.0,The Nomi Song,Documentary,Musical,,,,,,,2
The North Avenue Irregulars,3.5,The North Avenue Irregulars,Action,Crime,,,,,,,2
The Notebook,3.7083333333333335,The Notebook,Drama,Romance,War,,,,,,2
The Notorious Bettie Page,3.197674418604651,The Notorious Bettie Page,Drama,,,,,,,,2
The Nude Bomb,2.25,The Nude Bomb,Comedy,,,,,,,,2
The Number 23,2.8691275167785237,The Number 23,Drama,Mystery,Thriller,,,,,,2
The Nutty Professor,2.529225908372828,The Nutty Professor,Comedy,Fantasy,Romance,Sci-Fi,,,,,2
The Nutty Professor,2.529225908372828,The Nutty Professor,Comedy,,,,,,,,2
The Object of Beauty,3.611111111111111,The Object of Beauty,Comedy,Drama,,,,,,,2
The Object of My Affection,3.2058823529411766,The Object of My Affection,Comedy,Romance,,,,,,,2
The Octagon,2.6666666666666665,The Octagon,Action,,,,,,,,2
The Odd Couple,3.9366666666666665,The Odd Couple,Comedy,Drama,,,,,,,2
The Odd Couple II,2.9642857142857144,The Odd Couple II,Comedy,,,,,,,,2
The Odessa File,3.5,The Odessa File,Thriller,,,,,,,,2
The Oh in Ohio,3.1842105263157894,The Oh in Ohio,Comedy,,,,,,,,2
The Old Man and the Sea,3.661290322580645,The Old Man and the Sea,Adventure,Drama,,,,,,,2
The Omega Code,2.294117647058824,The Omega Code,Action,,,,,,,,2
The Omega Man,3.3823529411764706,The Omega Man,Drama,Sci-Fi,Thriller,,,,,,2
The Omen,3.361788617886179,The Omen,Drama,Horror,,,,,,,2
The Omen,3.361788617886179,The Omen,Horror,,,,,,,,2
The One,2.959627329192547,The One,Action,Adventure,Fantasy,Sci-Fi,Thriller,,,,2
"The One and Only, Genuine, Original Family Band",1.5,"The One and Only, Genuine, Original Family Band",Children,Comedy,Musical,,,,,,2
The Onion Field,3.5161290322580645,The Onion Field,Drama,,,,,,,,2
The Onion Movie,3.5,The Onion Movie,Comedy,,,,,,,,2
The Opportunists,3.5,The Opportunists,Comedy,Crime,Drama,,,,,,2
The Opposite of Sex,3.443548387096774,The Opposite of Sex,Comedy,Drama,,,,,,,2
The Original Kings of Comedy,3.338235294117647,The Original Kings of Comedy,Comedy,Documentary,,,,,,,2
The Osterman Weekend,2.958333333333333,The Osterman Weekend,Action,Thriller,,,,,,,2
The Other,3.875,The Other,Drama,Horror,Mystery,,,,,,2
The Other Boleyn Girl,3.4454545454545453,The Other Boleyn Girl,Drama,Romance,,,,,,,2
The Other Side of Heaven,3.076923076923077,The Other Side of Heaven,Adventure,Drama,,,,,,,2
The Other Sister,2.962264150943396,The Other Sister,Comedy,Drama,Romance,,,,,,2
The Others,3.741960183767228,The Others,Horror,Mystery,Thriller,,,,,,2
The Out-of-Towners,2.926056338028169,The Out-of-Towners,Comedy,,,,,,,,2
The Out-of-Towners,2.926056338028169,The Out-of-Towners,Comedy,,,,,,,,2
The Outlaw Josey Wales,3.9901960784313726,The Outlaw Josey Wales,Action,Adventure,Drama,Western,,,,,2
The Outsiders,3.631205673758865,The Outsiders,Drama,,,,,,,,2
The Owl and the Pussycat,3.1666666666666665,The Owl and the Pussycat,Comedy,,,,,,,,2
The Ox-Bow Incident,3.638888888888889,The Ox-Bow Incident,Drama,Western,,,,,,,2
The Oxford Murders,3.375,The Oxford Murders,Crime,Mystery,Romance,Thriller,,,,,2
The Pacifier,2.5584415584415585,The Pacifier,Action,Comedy,,,,,,,2
The Package,2.863636363636364,The Package,Action,Thriller,,,,,,,2
The Pagemaster,2.7115384615384617,The Pagemaster,Action,Adventure,Animation,Children,Fantasy,,,,2
The Painted Veil,3.758064516129033,The Painted Veil,Drama,Romance,,,,,,,2
The Pajama Game,3.5,The Pajama Game,Comedy,,,,,,,,2
The Paleface,3.0,The Paleface,Comedy,Western,,,,,,,2
The Pallbearer,2.25,The Pallbearer,Comedy,,,,,,,,2
The Palm Beach Story,3.875,The Palm Beach Story,Comedy,,,,,,,,2
The Panic in Needle Park,3.458333333333333,The Panic in Needle Park,Drama,Romance,,,,,,,2
The Paper,3.0517241379310347,The Paper,Comedy,Drama,,,,,,,2
The Paper Chase,3.786666666666666,The Paper Chase,Drama,,,,,,,,2
The Paradine Case,3.357142857142857,The Paradine Case,Drama,,,,,,,,2
The Parallax View,3.8625,The Parallax View,Thriller,,,,,,,,2
The Parent Trap,3.121859296482412,The Parent Trap,Children,Comedy,Romance,,,,,,2
The Parent Trap,3.121859296482412,The Parent Trap,Children,Comedy,Romance,,,,,,2
The Passion of the Christ,3.185606060606061,The Passion of the Christ,Drama,,,,,,,,2
The Patriot,3.251736111111111,The Patriot,Action,Drama,War,,,,,,2
The Pawnbroker,3.8285714285714287,The Pawnbroker,Drama,,,,,,,,2
The Peacemaker,3.0279329608938546,The Peacemaker,Action,Thriller,War,,,,,,2
The Peanut Butter Solution,3.2777777777777777,The Peanut Butter Solution,Children,Fantasy,,,,,,,2
The Pelican Brief,3.213414634146341,The Pelican Brief,Drama,Mystery,Thriller,,,,,,2
The People That Time Forgot,2.7,The People That Time Forgot,Adventure,Sci-Fi,,,,,,,2
The People Under the Stairs,3.066666666666667,The People Under the Stairs,Horror,,,,,,,,2
The People vs. Larry Flynt,3.5418781725888326,The People vs. Larry Flynt,Comedy,Drama,,,,,,,2
The Perez Family,2.75,The Perez Family,Comedy,Romance,,,,,,,2
The Perfect Holiday,3.25,The Perfect Holiday,Comedy,Romance,,,,,,,2
The Perfect Man,3.1666666666666665,The Perfect Man,Comedy,Drama,Romance,,,,,,2
The Perfect Score,2.9375,The Perfect Score,Comedy,Crime,,,,,,,2
The Perfect Storm,2.9861702127659573,The Perfect Storm,Drama,Thriller,,,,,,,2
The Perils of Pauline,3.5,The Perils of Pauline,Comedy,,,,,,,,2
The Pervert's Guide to Cinema,3.8333333333333335,The Pervert's Guide to Cinema,Documentary,,,,,,,,2
The Pest,1.9615384615384612,The Pest,Comedy,,,,,,,,2
The Petrified Forest,3.5416666666666665,The Petrified Forest,Crime,Drama,,,,,,,2
The Phantom Tollbooth,3.630434782608696,The Phantom Tollbooth,Adventure,Animation,Children,Fantasy,,,,,2
The Phantom of the Opera,3.314887152777778,The Phantom of the Opera,Drama,Horror,Thriller,,,,,,2
The Phantom of the Opera,3.314887152777778,The Phantom of the Opera,Horror,Musical,Thriller,,,,,,2
The Phantom of the Opera,3.314887152777778,The Phantom of the Opera,Crime,Horror,Mystery,,,,,,2
The Phantom of the Opera,3.314887152777778,The Phantom of the Opera,Drama,Horror,,,,,,,2
The Phantom of the Opera,3.314887152777778,The Phantom of the Opera,Drama,Musical,Romance,,,,,,2
The Phantom of the Opera,3.314887152777778,The Phantom of the Opera,Drama,Horror,Musical,,,,,,2
The Philadelphia Experiment,3.3289473684210527,The Philadelphia Experiment,Adventure,Drama,Sci-Fi,,,,,,2
The Philadelphia Story,4.0497237569060776,The Philadelphia Story,Comedy,Romance,,,,,,,2
The Pianist,4.086378737541528,The Pianist,Drama,War,,,,,,,2
The Piano,3.666284403669725,The Piano,Drama,Romance,,,,,,,2
The Pick-up Artist,2.2,The Pick-up Artist,Comedy,Romance,,,,,,,2
The Pickle,1.875,The Pickle,Comedy,,,,,,,,2
The Picture of Dorian Gray,3.84375,The Picture of Dorian Gray,Drama,Fantasy,Horror,,,,,,2
The Pillow Book,3.574626865671642,The Pillow Book,Drama,Romance,,,,,,,2
The Pink Panther,3.374579124579125,The Pink Panther,Comedy,Crime,,,,,,,2
The Pink Panther,3.374579124579125,The Pink Panther,Adventure,Comedy,Crime,,,,,,2
The Pink Panther 2,2.6666666666666665,The Pink Panther 2,Drama,,,,,,,,2
The Pink Panther Strikes Again,3.625,The Pink Panther Strikes Again,Comedy,Crime,,,,,,,2
The Pirates of Penzance,3.5476190476190474,The Pirates of Penzance,Adventure,Comedy,Musical,Romance,,,,,2
The Plague Dogs,4.25,The Plague Dogs,Adventure,Animation,Drama,,,,,,2
The Plague of the Zombies,3.875,The Plague of the Zombies,Horror,,,,,,,,2
The Plainsman,3.333333333333333,The Plainsman,War,Western,,,,,,,2
The Player,3.8739837398373984,The Player,Comedy,Crime,Drama,,,,,,2
The Players Club,2.4285714285714284,The Players Club,Comedy,Drama,,,,,,,2
The Pleasure of Your Company,3.0,The Pleasure of Your Company,Comedy,Romance,,,,,,,2
The Pledge,3.388888888888889,The Pledge,Crime,Drama,Mystery,Thriller,,,,,2
The Polar Express,3.1979166666666665,The Polar Express,Adventure,Animation,Children,Fantasy,IMAX,,,,2
The Pompatus of Love,2.888888888888889,The Pompatus of Love,Comedy,Drama,,,,,,,2
The Pope of Greenwich Village,3.1666666666666665,The Pope of Greenwich Village,Drama,,,,,,,,2
The Portrait of a Lady,3.2777777777777777,The Portrait of a Lady,Drama,,,,,,,,2
The Poseidon Adventure,3.265625,The Poseidon Adventure,Action,Adventure,Drama,,,,,,2
The Postman,2.7723214285714284,The Postman,Drama,,,,,,,,2
The Postman Always Rings Twice,3.6868421052631577,The Postman Always Rings Twice,Crime,Thriller,,,,,,,2
The Postman Always Rings Twice,3.6868421052631577,The Postman Always Rings Twice,Crime,Drama,Film-Noir,Thriller,,,,,2
The Power of Nightmares: The Rise of the Politics of Fear,2.333333333333333,The Power of Nightmares: The Rise of the Politics of Fear,Horror,,,,,,,,2
The Power of Nightmares: The Rise of the Politics of Fear,2.333333333333333,The Power of Nightmares: The Rise of the Politics of Fear,Documentary,,,,,,,,2
The Power of One,3.333333333333333,The Power of One,Drama,,,,,,,,2
The Powerpuff Girls,2.97,The Powerpuff Girls,Action,Animation,Children,Comedy,,,,,2
The Preacher's Wife,2.895348837209302,The Preacher's Wife,Drama,,,,,,,,2
The President's Analyst,3.6666666666666665,The President's Analyst,Comedy,Thriller,,,,,,,2
The Presidio,3.06140350877193,The Presidio,Action,Crime,Mystery,Thriller,,,,,2
The Prestige,3.9493865030674846,The Prestige,Drama,Mystery,Thriller,,,,,,2
The Price of Milk,3.625,The Price of Milk,Romance,,,,,,,,2
The Pride and the Passion,3.5,The Pride and the Passion,Adventure,War,,,,,,,2
The Pride of the Yankees,3.742857142857143,The Pride of the Yankees,Drama,,,,,,,,2
The Prime of Miss Jean Brodie,4.066666666666666,The Prime of Miss Jean Brodie,Drama,,,,,,,,2
The Prince & Me,2.88,The Prince & Me,Comedy,Romance,,,,,,,2
The Prince and the Pauper,4.166666666666667,The Prince and the Pauper,Adventure,Drama,,,,,,,2
The Prince and the Showgirl,2.5,The Prince and the Showgirl,Comedy,Romance,,,,,,,2
The Prince of Egypt,3.283549783549784,The Prince of Egypt,Animation,Musical,,,,,,,2
The Prince of Tides,3.0657894736842106,The Prince of Tides,Drama,Romance,,,,,,,2
The Princess Bride,4.120588235294117,The Princess Bride,Action,Adventure,Comedy,Fantasy,Romance,,,,2
The Princess Diaries,2.8811188811188813,The Princess Diaries,Comedy,,,,,,,,2
The Princess Diaries 2: Royal Engagement,2.636363636363636,The Princess Diaries 2: Royal Engagement,Comedy,Romance,,,,,,,2
The Princess and the Cobbler,5.0,The Princess and the Cobbler,Animation,Children,Comedy,Musical,Romance,,,,2
The Prisoner of Zenda,3.8333333333333335,The Prisoner of Zenda,Action,Adventure,Romance,,,,,,2
The Private Eyes,2.25,The Private Eyes,Comedy,Mystery,,,,,,,2
The Private Life of Henry VIII.,3.611111111111111,The Private Life of Henry VIII.,Comedy,Drama,,,,,,,2
The Private Life of Sherlock Holmes,3.4722222222222223,The Private Life of Sherlock Holmes,Comedy,Drama,Mystery,,,,,,2
"The Prize Winner of Defiance, Ohio",3.797297297297298,"The Prize Winner of Defiance, Ohio",Drama,Mystery,Thriller,,,,,,2
"The Prize Winner of Defiance, Ohio",3.797297297297298,"The Prize Winner of Defiance, Ohio",Drama,,,,,,,,2
The Producers,3.694901315789474,The Producers,Comedy,Musical,,,,,,,2
The Producers,3.694901315789474,The Producers,Comedy,Musical,,,,,,,2
The Program,2.9347826086956523,The Program,Action,Drama,,,,,,,2
The Promotion,3.2142857142857144,The Promotion,Comedy,,,,,,,,2
The Prophecy,3.184931506849315,The Prophecy,Fantasy,Horror,Mystery,,,,,,2
The Prophecy II,3.2,The Prophecy II,Horror,,,,,,,,2
The Proposition,3.72008547008547,The Proposition,Drama,Romance,,,,,,,2
The Proposition,3.72008547008547,The Proposition,Action,Crime,Drama,Western,,,,,2
The Prowler,2.5,The Prowler,Horror,,,,,,,,2
The Public Enemy,3.8875,The Public Enemy,Action,Crime,Drama,,,,,,2
The Puffy Chair,3.6666666666666665,The Puffy Chair,Drama,Romance,,,,,,,2
The Puppet Masters,2.973684210526316,The Puppet Masters,Horror,Sci-Fi,,,,,,,2
The Purple Plain,4.0,The Purple Plain,Drama,War,,,,,,,2
The Purple Rose of Cairo,3.776223776223776,The Purple Rose of Cairo,Comedy,Drama,Fantasy,Romance,,,,,2
The Pursuit of D.B. Cooper,3.4166666666666665,The Pursuit of D.B. Cooper,Adventure,,,,,,,,2
The Pursuit of Happyness,3.694128787878788,The Pursuit of Happyness,Romance,,,,,,,,2
The Pursuit of Happyness,3.694128787878788,The Pursuit of Happyness,Drama,,,,,,,,2
The Quarry,3.5,The Quarry,Drama,,,,,,,,2
The Queen,3.851851851851852,The Queen,Drama,,,,,,,,2
The Quick and the Dead,2.9571428571428573,The Quick and the Dead,Action,Adventure,Western,,,,,,2
The Quiet,3.055555555555556,The Quiet,Crime,Drama,Mystery,Thriller,,,,,2
The Quiet American,3.734177215189873,The Quiet American,Drama,Thriller,War,,,,,,2
The Quiet Earth,3.566666666666667,The Quiet Earth,Drama,Mystery,Sci-Fi,,,,,,2
The Quiet Man,3.883928571428572,The Quiet Man,Comedy,Romance,,,,,,,2
The Quiet Room,3.1666666666666665,The Quiet Room,Drama,,,,,,,,2
The Rachel Papers,3.083333333333333,The Rachel Papers,Drama,Romance,,,,,,,2
The Rack,3.5,The Rack,Drama,War,,,,,,,2
The Rage: Carrie 2,1.8414634146341464,The Rage: Carrie 2,Horror,,,,,,,,2
The Railway Children,3.65,The Railway Children,Children,Drama,,,,,,,2
The Rainmaker,3.548192771084337,The Rainmaker,Drama,,,,,,,,2
The Rape of Europa,4.333333333333333,The Rape of Europa,Documentary,,,,,,,,2
The Rapture,3.5,The Rapture,Drama,Mystery,,,,,,,2
The Rare Breed,2.8,The Rare Breed,Action,Drama,Romance,Western,,,,,2
The Raven,3.361111111111111,The Raven,Comedy,Horror,,,,,,,2
The Razor's Edge,3.2578125,The Razor's Edge,Drama,,,,,,,,2
The Razor's Edge,3.2578125,The Razor's Edge,Drama,,,,,,,,2
The Reader,2.5,The Reader,Drama,Romance,Thriller,War,,,,,2
The Real Blonde,3.090909090909091,The Real Blonde,Comedy,,,,,,,,2
The Real Cancun,1.5833333333333333,The Real Cancun,Documentary,,,,,,,,2
The Real McCoys,2.7,The Real McCoys,Action,Crime,Drama,Thriller,,,,,2
The Reaping,2.865853658536585,The Reaping,Horror,Thriller,,,,,,,2
The Reckless Moment,3.375,The Reckless Moment,Comedy,Fantasy,,,,,,,2
The Reckoning,3.071428571428572,The Reckoning,Crime,Drama,,,,,,,2
The Recruit,3.3861607142857144,The Recruit,Thriller,,,,,,,,2
The Red Badge of Courage,3.5,The Red Badge of Courage,Drama,War,,,,,,,2
The Red Pony,3.75,The Red Pony,Drama,,,,,,,,2
The Red Shoes,4.152777777777778,The Red Shoes,Drama,Fantasy,Musical,Romance,,,,,2
The Ref,3.36,The Ref,Comedy,,,,,,,,2
The Relic,2.65,The Relic,Horror,Thriller,,,,,,,2
The Reluctant Astronaut,3.0,The Reluctant Astronaut,Comedy,,,,,,,,2
The Reluctant Debutante,2.9166666666666665,The Reluctant Debutante,Comedy,Drama,,,,,,,2
The Remains of the Day,3.9626168224299065,The Remains of the Day,Drama,Romance,,,,,,,2
The Replacement Killers,2.995575221238938,The Replacement Killers,Action,Crime,Thriller,,,,,,2
The Replacements,2.8732394366197185,The Replacements,Comedy,,,,,,,,2
The Rescuers,3.3151260504201683,The Rescuers,Adventure,Animation,Children,Crime,Drama,Fantasy,,,2
The Rescuers Down Under,3.255952380952381,The Rescuers Down Under,Animation,Children,,,,,,,2
The Return,3.2884615384615383,The Return,Action,Adventure,Sci-Fi,,,,,,2
The Return,3.2884615384615383,The Return,Sci-Fi,Thriller,,,,,,,2
The Return of Doctor X,2.5,The Return of Doctor X,Horror,Thriller,,,,,,,2
The Return of Jafar,2.216049382716049,The Return of Jafar,Adventure,Animation,Children,Comedy,Fantasy,Musical,,,2
The Return of Swamp Thing,1.7692307692307692,The Return of Swamp Thing,Comedy,Horror,Sci-Fi,,,,,,2
The Return of a Man Called Horse,3.1875,The Return of a Man Called Horse,Western,,,,,,,,2
The Return of the Living Dead,3.3902439024390243,The Return of the Living Dead,Comedy,Horror,Sci-Fi,,,,,,2
The Return of the Musketeers,3.4,The Return of the Musketeers,Adventure,Comedy,,,,,,,2
The Return of the Pink Panther,3.611731843575419,The Return of the Pink Panther,Comedy,Crime,,,,,,,2
The Return of the Texas Chainsaw Massacre,1.3333333333333333,The Return of the Texas Chainsaw Massacre,Horror,,,,,,,,2
The Return of the Vampire,3.0,The Return of the Vampire,Horror,,,,,,,,2
The Revenge of Frankenstein,4.0,The Revenge of Frankenstein,Drama,Horror,Sci-Fi,,,,,,2
The Rich Man's Wife,2.0,The Rich Man's Wife,Thriller,,,,,,,,2
The Riches,3.5,The Riches,Drama,,,,,,,,2
The Riches,3.5,The Riches,Drama,,,,,,,,2
The Right Stuff,3.9247104247104247,The Right Stuff,Drama,,,,,,,,2
The Ring,3.3437031484257878,The Ring,Drama,,,,,,,,2
The Ring,3.3437031484257878,The Ring,Drama,Horror,Mystery,Thriller,,,,,2
The Ring,3.3437031484257878,The Ring,Comedy,,,,,,,,2
The Ring Two,2.5672268907563027,The Ring Two,Drama,Horror,Mystery,Thriller,,,,,2
The Rising Place,4.0,The Rising Place,Drama,,,,,,,,2
The River Wild,3.0785340314136125,The River Wild,Action,Thriller,,,,,,,2
The River's Edge,3.7093023255813953,The River's Edge,Crime,Drama,,,,,,,2
The Road to El Dorado,3.1580188679245285,The Road to El Dorado,Animation,Children,,,,,,,2
The Road to El Dorado,3.1580188679245285,The Road to El Dorado,Western,,,,,,,,2
The Road to Guantanamo,3.8,The Road to Guantanamo,Documentary,Drama,War,,,,,,2
The Road to Hong Kong,3.25,The Road to Hong Kong,Comedy,,,,,,,,2
The Road to Wellville,2.6440677966101696,The Road to Wellville,Comedy,,,,,,,,2
The Roaring Twenties,3.7,The Roaring Twenties,Crime,Drama,Thriller,,,,,,2
The Rock,3.4173140954495005,The Rock,Action,Adventure,Thriller,,,,,,2
The Rocker,3.2857142857142856,The Rocker,Comedy,,,,,,,,2
The Rocketeer,3.0634615384615387,The Rocketeer,Action,Adventure,Sci-Fi,,,,,,2
The Rocking Horse Winner,4.0,The Rocking Horse Winner,Drama,Horror,,,,,,,2
The Rocky Horror Picture Show,3.323420074349442,The Rocky Horror Picture Show,Comedy,Horror,Musical,Sci-Fi,,,,,2
The Rookie,3.287974683544304,The Rookie,Drama,,,,,,,,2
