title,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8
Potop,Adventure,War,,,,,,
How the West Was Won,Adventure,Drama,Western,,,,,
Joan of Arc,Action,Drama,,,,,,
Live Forever,Comedy,Documentary,,,,,,
Mr. Klein,Drama,,,,,,,
The Bourne Supremacy,Action,Adventure,Drama,Mystery,Thriller,,,
Catwoman,Action,Crime,Fantasy,,,,,
A Home at the End of the World,Drama,Romance,,,,,,
Some Girls,Comedy,Drama,,,,,,
Stay Hungry,Comedy,Drama,,,,,,
Das Testament des Dr. Mabuse,Crime,Horror,Mystery,Thriller,,,,
Zus & zo,Comedy,Drama,Romance,,,,,
Battle Hymn,Drama,,,,,,,
Crash Dive,Drama,Romance,War,,,,,
Disco Pigs,Drama,,,,,,,
The Enemy Below,Action,Drama,War,,,,,
Fist of the North Star,Action,Thriller,,,,,,
Flash Gordon Conquers the Universe,Action,Sci-Fi,,,,,,
Guns of the Magnificent Seven,Action,Adventure,Drama,Western,,,,
The Deer Hunter,Drama,War,,,,,,
Tras el cristal,Drama,Horror,,,,,,
Lancelot du Lac,Drama,War,,,,,,
The Last Valley,Adventure,,,,,,,
The Magnificent Seven Ride!,Western,,,,,,,
Un condamné à mort s'est échappé ou Le vent souffle où il veut,Adventure,Drama,,,,,,
Marcelino pan y vino,Comedy,Drama,,,,,,
Morituri,Drama,War,,,,,,
Orgy of the Dead,Horror,,,,,,,
Shalako,Western,,,,,,,
Shock to the System,Comedy,Crime,Thriller,,,,,
Slaughterhouse-Five,Comedy,Drama,Sci-Fi,War,,,,
Wake Island,Drama,War,,,,,,
What Price Glory,Drama,War,,,,,,
You Were Never Lovelier,Comedy,Musical,Romance,,,,,
The Bachelor and the Bobby-Soxer,Comedy,,,,,,,
Breezy,Drama,Romance,,,,,,
En la ciudad sin límites,Drama,Thriller,,,,,,
The Comfort of Strangers,Drama,,,,,,,
Dancing in September,Drama,,,,,,,
Destination Tokyo,Adventure,War,,,,,,
Dr. Jekyll and Ms. Hyde,Comedy,Horror,,,,,,
Dream Lover,Drama,Mystery,,,,,,
Fausto 5.0,Horror,,,,,,,
For Queen & Country,Drama,,,,,,,
Funny About Love,Comedy,Romance,,,,,,
The Greatest Game Ever Played,Drama,,,,,,,
Hometown Legend,Drama,,,,,,,
How I Got Into College,Comedy,Romance,,,,,,
Map of the Human Heart,Drama,Romance,,,,,,
Mr. Blandings Builds His Dream House,Comedy,,,,,,,
My Favorite Wife,Comedy,Romance,,,,,,
The New Adventures of Pippi Longstocking,Adventure,Children,Fantasy,Musical,,,,
Night and Day,Drama,Musical,,,,,,
No Name on the Bullet,Western,,,,,,,
The Plainsman,War,Western,,,,,,
The Snake Pit,Drama,,,,,,,
The Spoilers,Action,Western,,,,,,
Super Size Me,Comedy,,,,,,,
Tai-Pan,Adventure,,,,,,,
Two of a Kind,Comedy,Romance,,,,,,
The 13th Warrior,Adventure,Drama,War,,,,,
Il gattopardo,Drama,War,,,,,,
"Goodbye, Columbus",Comedy,Drama,Romance,,,,,
The President's Analyst,Comedy,Thriller,,,,,,
The Day of the Locust,Drama,,,,,,,
The Creeping Flesh,Horror,Sci-Fi,,,,,,
Un amour de Swann,Drama,,,,,,,
To End All Wars,Action,Drama,War,,,,,
Moulin Rouge!,Drama,,,,,,,
The Belly of an Architect,Drama,,,,,,,
Nid de guêpes,Action,Crime,Thriller,,,,,
Love Happy,Comedy,,,,,,,
High School Confidential!,Crime,Drama,,,,,,
Out of the Blue,Drama,,,,,,,
Crimetime,Thriller,,,,,,,
Une femme est une femme,Comedy,Drama,Musical,Romance,,,,
Mamma Roma,Drama,,,,,,,
Donzoko,Comedy,Drama,,,,,,
Ruby Cairo,Thriller,,,,,,,
Night Patrol,Comedy,,,,,,,
Biggles,Adventure,Fantasy,Sci-Fi,,,,,
Fancy Pants,Comedy,Western,,,,,,
The World of Suzie Wong,Drama,Romance,,,,,,
King of the Ants,Crime,Horror,,,,,,
Uncle Sam,Horror,,,,,,,
"Ieri, oggi, domani",Comedy,,,,,,,
La belle noiseuse,Drama,,,,,,,
Deadly Is the Female,Crime,Drama,Film-Noir,,,,,
The Set-Up,Drama,Film-Noir,Romance,,,,,
Unprecedented: The 2000 Presidential Election,Documentary,,,,,,,
The Prime of Miss Jean Brodie,Drama,,,,,,,
Il mio viaggio in Italia,Documentary,,,,,,,
The North Avenue Irregulars,Action,Crime,,,,,,
Lovers and Other Strangers,Comedy,,,,,,,
Kotch,Comedy,Drama,,,,,,
Greyfriars Bobby: The True Story of a Dog,Children,Drama,,,,,,
Side Out,Comedy,Romance,,,,,,
The Three Lives of Thomasina,Children,Drama,,,,,,
"No Deposit, No Return",Children,Comedy,,,,,,
"The One and Only, Genuine, Original Family Band",Children,Comedy,Musical,,,,,
This Gun for Hire,Crime,Film-Noir,Thriller,,,,,
Black Angel,Drama,Film-Noir,Mystery,,,,,
The Big Clock,Crime,Drama,Film-Noir,Thriller,,,,
CrissCross,Crime,Drama,Film-Noir,,,,,
The Fifth Musketeer,Adventure,,,,,,,
Evilspeak,Horror,Sci-Fi,,,,,,
Terror by Night,Crime,Mystery,Thriller,,,,,
The Spy Who Came in from the Cold,Drama,Thriller,,,,,,
Sherlock Holmes and the Secret Weapon,Crime,Mystery,Sci-Fi,Thriller,,,,
The Woman in Green,Crime,Drama,Horror,Mystery,,,,
The Counterfeit Traitor,Thriller,War,,,,,,
Roadkill,Drama,,,,,,,
Dressed to Kill,Crime,Horror,Mystery,Thriller,,,,
Bon voyage,Comedy,Drama,,,,,,
The Assassination Bureau,Action,Adventure,Comedy,Crime,Sci-Fi,,,
The Manchurian Candidate,Thriller,,,,,,,
Thunderbirds,Action,Adventure,Fantasy,Sci-Fi,,,,
The Village,Drama,Mystery,Thriller,,,,,
Garden State,Comedy,Drama,Romance,,,,,
Bakushû,Drama,,,,,,,
Le quai des brumes,Drama,,,,,,,
Thunderbirds Are GO,Action,Sci-Fi,,,,,,
Thunderbird 6,Action,Sci-Fi,,,,,,
Castle Keep,Drama,War,,,,,,
Revengers Tragedy,Comedy,Horror,,,,,,
Sip si 32 dou,Action,Drama,Thriller,,,,,
Octane,Horror,Thriller,,,,,,
PTU,Crime,Drama,,,,,,
Neokonchennaya pyesa dlya mekhanicheskogo pianino,Drama,,,,,,,
Musa,Action,Adventure,Drama,War,,,,
A Funny Thing Happened on the Way to the Forum,Comedy,Musical,,,,,,
Death of a Salesman,Documentary,,,,,,,
Collateral,Action,Crime,Drama,Thriller,,,,
Little Black Book,Comedy,Romance,,,,,,
Code 46,Romance,Sci-Fi,,,,,,
In the Soup,Comedy,Drama,,,,,,
Aoi haru,Drama,,,,,,,
Une affaire de femmes,Drama,,,,,,,
Juyuso seubgyuksageun,Comedy,Crime,,,,,,
The Mask,Thriller,,,,,,,
Harold & Kumar Go to White Castle,Comedy,,,,,,,
The Princess Diaries 2: Royal Engagement,Comedy,Romance,,,,,,
Danny Deckchair,Comedy,Romance,,,,,,
AVP: Alien vs. Predator,Action,Horror,Sci-Fi,Thriller,,,,
Yûgiô Duel Monsters: Hikari no pyramid,Action,Adventure,Animation,Fantasy,,,,
Novo,Drama,,,,,,,
We Don't Live Here Anymore,Drama,,,,,,,
Without a Paddle,Comedy,,,,,,,
Exorcist: The Beginning,Drama,Horror,Thriller,,,,,
It Happened at the World's Fair,Adventure,,,,,,,
Harum Scarum,Comedy,Musical,,,,,,
The Spaceman and King Arthur,Adventure,Comedy,Fantasy,Sci-Fi,,,,
The Sting II,Comedy,Crime,,,,,,
Cheerleader Camp,Comedy,Horror,Mystery,,,,,
Ressources humaines,Drama,,,,,,,
Bill Cosby: Himself,Comedy,Documentary,,,,,,
Dead Ringers,Drama,Thriller,,,,,,
Benji: Off the Leash!,Children,Drama,,,,,,
Anacondas: The Hunt for the Blood Orchid,Adventure,Drama,Horror,Sci-Fi,Thriller,,,
Suspect Zero,Crime,Drama,Horror,Thriller,,,,
Tian di ying xiong,Action,Adventure,Drama,,,,,
Vanity Fair,Drama,Romance,,,,,,
The Cookout,Comedy,,,,,,,
Paparazzi,Drama,Thriller,,,,,,
Wicker Park,Drama,Romance,Thriller,,,,,
Trigger Man,Comedy,Crime,,,,,,
Alice Doesn't Live Here Anymore,Drama,Romance,,,,,,
The Mangler,Horror,,,,,,,
I Call First,Drama,,,,,,,
Seeing Other People,Comedy,,,,,,,
Past Midnight,Horror,Thriller,,,,,,
A Million to Juan,Comedy,,,,,,,
Amator,Drama,,,,,,,
Bez konca,Drama,,,,,,,
Highwaymen,Action,Crime,Thriller,,,,,
Graffiti Bridge,Drama,Musical,,,,,,
I vitelloni,Drama,,,,,,,
Under the Cherry Moon,Comedy,Drama,Musical,Romance,,,,
Flipper,Adventure,Children,Drama,,,,,
Smile,Comedy,,,,,,,
Lord Jim,Adventure,Drama,,,,,,
A Small Circle of Friends,Drama,,,,,,,
Night of the Demons III,Horror,,,,,,,
Witchboard,Horror,Mystery,Thriller,,,,,
Roller Boogie,Drama,,,,,,,
The Apple,Musical,Sci-Fi,,,,,,
Superbabies: Baby Geniuses 2,Comedy,,,,,,,
Cellular,Action,Crime,Drama,Mystery,Thriller,,,
Resident Evil: Apocalypse,Action,Horror,Sci-Fi,Thriller,,,,
Criminal,Comedy,Drama,,,,,,
Mr 3000,Comedy,Drama,,,,,,
Sky Captain and the World of Tomorrow,Action,Adventure,Sci-Fi,,,,,
Wimbledon,Comedy,Romance,,,,,,
Anatomie de l'enfer,Drama,,,,,,,
Head in the Clouds,Drama,Romance,War,,,,,
First Daughter,Comedy,Romance,,,,,,
The Forgotten,Drama,Mystery,Sci-Fi,Thriller,,,,
The Last Shot,Comedy,,,,,,,
A Dirty Shame,Comedy,,,,,,,
Diarios de motocicleta,Drama,,,,,,,
Shaun of the Dead,Comedy,Horror,Romance,,,,,
"Come Back, Little Sheba",Drama,,,,,,,
The Black Orchid,Drama,,,,,,,
Class of Nuke 'Em High Part II: Subhumanoid Meltdown,Comedy,Horror,Sci-Fi,,,,,
Murder on the Orient Express,Crime,Mystery,Thriller,,,,,
The Mask,Drama,,,,,,,
Alexander's Ragtime Band,Drama,Musical,,,,,,
The Boston Strangler,Crime,Drama,Mystery,Thriller,,,,
The Last Flight of Noah's Ark,Adventure,Children,Comedy,,,,,
The Man with One Red Shoe,Comedy,Thriller,,,,,,
The Sentinel,Horror,,,,,,,
Sssssss,Horror,Sci-Fi,,,,,,
Whispers in the Dark,Thriller,,,,,,,
The Legacy,Horror,,,,,,,
The Alligator People,Horror,,,,,,,
"See No Evil, Hear No Evil",Thriller,,,,,,,
Basket Case 3: The Progeny,Comedy,Horror,,,,,,
Basket Case 2,Comedy,Horror,,,,,,
Orca,Action,Drama,Horror,Thriller,,,,
AKA,Drama,,,,,,,
I Married a Monster from Outer Space,Horror,Sci-Fi,,,,,,
The Trojan Women,Drama,,,,,,,
Robinson Crusoe,Adventure,Drama,,,,,,
Hardcore,Drama,,,,,,,
Watermelon Man,Comedy,Drama,,,,,,
Flashpoint,Action,Adventure,Crime,Mystery,Thriller,,,
Bug,Horror,Mystery,Sci-Fi,,,,,
Planet Terror,Horror,Mystery,,,,,,
1492: Conquest of Paradise,Adventure,Drama,,,,,,
Cannibal Holocaust,Horror,,,,,,,
Shark Tale,Animation,Children,Comedy,,,,,
Ladder 49,Action,Drama,Thriller,,,,,
Black Cloud,Drama,,,,,,,
I Heart Huckabees,Comedy,Drama,,,,,,
Raise Your Voice,Drama,Romance,,,,,,
Taxi,Action,Comedy,,,,,,
Around the Bend,Drama,,,,,,,
Primer,Drama,Mystery,Sci-Fi,Thriller,,,,
Stage Beauty,Drama,,,,,,,
Shall We Dance,Comedy,Romance,,,,,,
Team America: World Police,Action,Adventure,Animation,Comedy,Drama,,,
Eulogy,Comedy,Crime,Drama,,,,,
P.S.,Comedy,Drama,Fantasy,Romance,,,,
The Country Girl,Drama,,,,,,,
The Rose Tattoo,Drama,Romance,,,,,,
Epidemic,Drama,Horror,Thriller,,,,,
Tess,Drama,Romance,,,,,,
I Wanna Hold Your Hand,Comedy,,,,,,,
Spinning Boris,Comedy,Drama,,,,,,
Circle of Iron,Action,Adventure,Fantasy,Mystery,,,,
The Cannonball Run,Action,Comedy,Drama,,,,,
Dance of the Vampires,Comedy,Horror,,,,,,
Black Beauty,Children,Drama,,,,,,
De fem benspænd,Documentary,,,,,,,
Born Rich,Documentary,,,,,,,
It's Alive,Horror,,,,,,,
Le déclin de l'empire américain,Comedy,Drama,,,,,,
Bébé's Kids,Animation,Children,Comedy,,,,,
All I Want for Christmas,Children,Comedy,,,,,,
La vie et rien d'autre,Drama,,,,,,,
Friday Night Lights,Action,Drama,,,,,,
Tarnation,Documentary,,,,,,,
The Final Cut,Sci-Fi,Thriller,,,,,,
Riding the Bullet,Horror,Thriller,,,,,,
Spin,Children,Drama,,,,,,
Being Julia,Comedy,Drama,,,,,,
The Dust Factory,Adventure,Children,Romance,,,,,
Thérèse,Drama,,,,,,,
Surviving Christmas,Comedy,,,,,,,
The Grudge,Horror,Thriller,,,,,,
Alfie,Comedy,Drama,Romance,,,,,
Sideways,Adventure,Comedy,Drama,Romance,,,,
The Machinist,Drama,Mystery,Thriller,,,,,
Vera Drake,Drama,,,,,,,
Duo luo tian shi,Drama,,,,,,,
Lightning in a Bottle,Documentary,,,,,,,
Undertow,Crime,Drama,Thriller,,,,,
Enduring Love,Drama,,,,,,,
Saw,Crime,Horror,Mystery,Thriller,,,,
Ray,Drama,Musical,,,,,,
Birth,Drama,Mystery,,,,,,
Voices of Iraq,Documentary,,,,,,,
The Incredibles,Action,Adventure,Animation,Children,Comedy,,,
Fade to Black,Documentary,,,,,,,
It's All About Love... og Thomas Vinterberg,Drama,Romance,Sci-Fi,Thriller,,,,
Callas Forever,Drama,,,,,,,
The Polar Express,Adventure,Animation,Children,Fantasy,IMAX,,,
Kinsey,Drama,,,,,,,
Seed of Chucky,Comedy,Horror,,,,,,
After the Sunset,Action,Adventure,Comedy,Crime,Thriller,,,
Bridget Jones: The Edge of Reason,Comedy,Drama,Romance,,,,,
Finding Neverland,Drama,,,,,,,
Veer-Zaara,Drama,Musical,Romance,,,,,
National Treasure: Book of Secrets,Action,Adventure,Drama,Mystery,Thriller,,,
La mala educación,Drama,Thriller,,,,,,
The SpongeBob SquarePants Movie,Adventure,Animation,Children,Comedy,,,,
San-Antonio,Western,,,,,,,
Alexander,Action,Adventure,Drama,War,,,,
Christmas with the Kranks,Children,Comedy,,,,,,
Guerrilla: The Taking of Patty Hearst,Documentary,,,,,,,
Notre musique,Drama,,,,,,,
Closer,Drama,Romance,,,,,,
I Am David,Drama,,,,,,,
Shi mian mai fu,Action,Drama,Romance,,,,,
Ocean's Twelve,Action,Comedy,Crime,Thriller,,,,
Blade: Trinity,Action,Fantasy,Horror,Thriller,,,,
The Bellboy,Comedy,,,,,,,
Le monde selon Bush,Documentary,,,,,,,
Cinderfella,Comedy,,,,,,,
Damn Yankees!,Comedy,Musical,,,,,,
The Delicate Delinquent,Comedy,,,,,,,
The Disorderly Orderly,Comedy,Romance,,,,,,
The Errand Boy,Comedy,,,,,,,
The Family Jewels,Comedy,,,,,,,
The Ladies Man,Comedy,,,,,,,
Doing Time for Patsy Cline,Comedy,,,,,,,
Stateside,Drama,,,,,,,
The Stooge,Comedy,,,,,,,
That's Entertainment!,Documentary,,,,,,,
"That's Entertainment, Part II",Documentary,,,,,,,
That's Entertainment! III,Documentary,,,,,,,
The Wackiest Ship in the Army,Comedy,War,,,,,,
Alexander,Drama,,,,,,,
Conquest of Space,Sci-Fi,,,,,,,
D.A.R.Y.L.,Adventure,Children,Sci-Fi,,,,,
Fire in the Sky,Drama,Mystery,Sci-Fi,,,,,
I'll Be Seeing You,Drama,,,,,,,
The Invisible Man Returns,Horror,Sci-Fi,,,,,,
The Last Minute,Drama,Mystery,Thriller,,,,,
Jeux d'enfants,Drama,Romance,,,,,,
Portrait of Jennie,Drama,Fantasy,Mystery,Romance,,,,
Ruby Gentry,Drama,,,,,,,
Secret Honor,Drama,,,,,,,
Since You Went Away,Drama,War,,,,,,
A Slipping-Down Life,Drama,Romance,,,,,,
Oliver Twist,Drama,,,,,,,
Control Room,Documentary,War,,,,,,
Celsius 41.11: The Temperature at Which the Brain... Begins to Die,Documentary,,,,,,,
Dr. Jekyll and Mr. Hyde,Drama,Horror,Sci-Fi,,,,,
"Der Golem, wie er in die Welt kam",Fantasy,Horror,,,,,,
Häxan,Horror,,,,,,,
The Hunchback of Notre Dame,Drama,Horror,,,,,,
Sherlock Jr.,Comedy,Fantasy,Romance,,,,,
The Freshman,Comedy,,,,,,,
Greed,Drama,,,,,,,
The Phantom of the Opera,Drama,Horror,,,,,,
The Jazz Singer,Drama,Musical,Romance,,,,,
Oktyabr,Drama,War,,,,,,
Unknown,Drama,Horror,Romance,,,,,
Die Büchse der Pandora,Drama,,,,,,,
The Cameraman,Comedy,Drama,Romance,,,,,
The In Crowd,Drama,,,,,,,
"Steamboat Bill, Jr.",Comedy,Romance,,,,,,
Un chien andalou,Fantasy,,,,,,,
Little Caesar,Crime,Drama,,,,,,
L'âge d'or,Comedy,Drama,Fantasy,Romance,,,,
Monkey Business,Comedy,,,,,,,
The Return of Doctor X,Horror,Thriller,,,,,,
Scarface,Crime,Drama,Film-Noir,,,,,
Interview with the Vampire: The Vampire Chronicles,Fantasy,Horror,,,,,,
Dinner at Eight,Comedy,Drama,Romance,,,,,
Gold Diggers of 1933,Musical,,,,,,,
De fortabte sjæles ø,Adventure,Horror,Romance,Sci-Fi,,,,
The Son of Kong,Action,Adventure,Horror,,,,,
L'atalante,Comedy,Drama,Romance,,,,,
Balls of Fury,Drama,Film-Noir,,,,,,
Libeled Lady,Comedy,Romance,,,,,,
Mr. Deeds Goes to Town,Comedy,Romance,,,,,,
The Petrified Forest,Crime,Drama,,,,,,
Wife vs. Secretary,Comedy,Drama,Romance,,,,,
Camille,Drama,Romance,,,,,,
Dead End,Crime,Drama,,,,,,
Nothing Sacred,Comedy,Romance,,,,,,
The Prisoner of Zenda,Action,Adventure,Romance,,,,,
Stage Door Canteen,Drama,,,,,,,
The Holiday,Comedy,Drama,Romance,,,,,
The Roaring Twenties,Crime,Drama,Thriller,,,,,
Wuthering Heights,Drama,Romance,,,,,,
Letters from Iwo Jima,Drama,Film-Noir,,,,,,
The Sea Hawk,Action,Adventure,Romance,,,,,
Ball of Fire,Comedy,Romance,,,,,,
Here Comes Mr. Jordan,Comedy,Fantasy,Romance,,,,,
Across the Pacific,Action,Adventure,Romance,War,,,,
Prelude to War,Documentary,War,,,,,,
Random Harvest,Drama,Romance,,,,,,
Action in the North Atlantic,Action,War,,,,,,
Heaven Can Wait,Comedy,Fantasy,Romance,,,,,
The Memphis Belle: A Story of a Flying Fortress,Documentary,War,,,,,,
Vredens dag,Drama,,,,,,,
Cover Girl,Comedy,Musical,,,,,,
The Curse of the Cat People,Drama,Fantasy,Horror,,,,,
Henry V,Drama,War,,,,,,
The Mask of Dimitrios,Crime,Drama,Film-Noir,Mystery,,,,
Ministry of Fear,Drama,Film-Noir,Thriller,,,,,
The Miracle of Morgan's Creek,Comedy,Romance,,,,,,
Mr. Skeffington,Drama,Romance,,,,,,
Passage to Marseille,Adventure,Drama,War,,,,,
Ivan Groznyy,Drama,,,,,,,
They Were Expendable,Drama,War,,,,,,
Great Expectations,Drama,,,,,,,
Humoresque,Drama,Film-Noir,Romance,,,,,
The Strangers,Drama,Film-Noir,Thriller,,,,,
Nightmare Alley,Drama,Film-Noir,,,,,,
Odd Man Out,Crime,Drama,Film-Noir,Thriller,,,,
Road to Rio,Adventure,Comedy,Musical,Romance,,,,
The Godfather,Drama,Western,,,,,,
Easter Parade,Musical,Romance,,,,,,
Fort Apache,Western,,,,,,,
The Lady from Shanghai,Drama,Film-Noir,Mystery,,,,,
Yi ge mo sheng nu ren de lai xin,Drama,Romance,,,,,,
Louisiana Story,Drama,,,,,,,
The Naked City,Crime,Drama,Film-Noir,Mystery,,,,
They Live by Night,Crime,Film-Noir,Romance,,,,,
The Three Musketeers,Action,Adventure,Drama,Romance,,,,
Unfaithfully Yours,Comedy,,,,,,,
In the Good Old Summertime,Musical,,,,,,,
A Letter to Three Wives,Comedy,Drama,,,,,,
Orphée,Drama,Fantasy,Romance,,,,,
Les enfants terribles,Drama,,,,,,,
The Gunfighter,Action,Western,,,,,,
King Solomon's Mines,Action,Adventure,Romance,,,,,
Los olvidados,Crime,Drama,,,,,,
Shûbun,Drama,,,,,,,
Carrie,Drama,Romance,,,,,,
Saikaku ichidai onna,Drama,,,,,,,
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,Comedy,Horror,Mystery,Sci-Fi,,,,
Z Channel: A Magnificent Obsession,Drama,Romance,,,,,,
Miyamoto Musashi,Action,Adventure,Drama,,,,,
A Star Is Born,Drama,Musical,,,,,,
Into the Wild,Drama,,,,,,,
Mr. Arkadin,Crime,Drama,Mystery,Thriller,,,,
Zoku Miyamoto Musashi: Ichijôji no kettô,Action,Adventure,Drama,,,,,
Tuntematon sotilas,Drama,War,,,,,,
Miyamoto Musashi kanketsuhen: kettô Ganryûjima,Action,Adventure,Drama,,,,,
Teacher's Pet,Comedy,Romance,,,,,,
Ningen no jôken,Drama,War,,,,,,
Nobi,Drama,War,,,,,,
Pickpocket,Crime,Drama,,,,,,
Ukigusa,Drama,,,,,,,
Onna ga kaidan wo agaru toki,Drama,,,,,,,
Warui yatsu hodo yoku nemuru,Drama,Thriller,,,,,,
The Deadly Companions,Western,,,,,,,
Ningen no jôken,Drama,War,,,,,,
Advise & Consent,Drama,,,,,,,
David and Lisa,Drama,,,,,,,
Seppuku,Drama,,,,,,,
The Music Man,Children,Comedy,Musical,Romance,,,,
Mutiny on the Bounty,Adventure,Drama,,,,,,
L'eclisse,Drama,,,,,,,
The Cardinal,Drama,,,,,,,
McLintock!,Comedy,Western,,,,,,
"The Prize Winner of Defiance, Ohio",Drama,Mystery,Thriller,,,,,
36 Hours,Thriller,War,,,,,,
Becket,Drama,,,,,,,
Behold a Pale Horse,Drama,War,,,,,,
The Best Man,Comedy,Drama,,,,,,
"Hush...Hush, Sweet Charlotte",Horror,Thriller,,,,,,
Natural Born Killers,Action,Crime,Drama,Film-Noir,Thriller,,,
The Naked Kiss,Drama,,,,,,,
Onibaba,Drama,Horror,War,,,,,
Robin and the 7 Hoods,Comedy,Crime,Musical,,,,,
Robinson Crusoe on Mars,Sci-Fi,,,,,,,
What a Way to Go!,Comedy,Musical,Romance,,,,,
La battaglia di Algeri,Drama,War,,,,,,
A Charlie Brown Christmas,Animation,Children,Comedy,,,,,
Dracula: Prince of Darkness,Horror,Mystery,,,,,,
The Hallelujah Trail,Comedy,Western,,,,,,
House on Haunted Hill,Drama,War,,,,,,
In Harm's Way,Drama,War,,,,,,
Major Dundee,Adventure,War,Western,,,,,
Operation Crossbow,Action,Adventure,War,,,,,
A Thousand Clowns,Comedy,Drama,Romance,,,,,
Strangers on a Train,Action,Thriller,War,,,,,
Andrey Rublyov,Drama,War,,,,,,
Au hasard Balthazar,Drama,,,,,,,
Batman,Action,Adventure,Children,Comedy,,,,
Khartoum,Action,Adventure,Drama,War,,,,
Ostre sledované vlaky,Comedy,Drama,War,,,,,
Tôkyô nagaremono,Action,Crime,Drama,,,,,
Dont Look Back,Documentary,Musical,,,,,,
La mariée était en noir,Crime,Drama,,,,,,
Play Time,Comedy,,,,,,,
Grosse Pointe Blank,Action,Crime,Drama,Thriller,,,,
Shooting Dogs,Western,,,,,,,
Titicut Follies,Documentary,Drama,,,,,,
Two for the Road,Comedy,Drama,Romance,,,,,
The War Wagon,Action,Western,,,,,,
Dracula Has Risen from the Grave,Horror,Romance,Thriller,,,,,
Head,Comedy,Fantasy,Musical,,,,,
"I Love You, Alice B. Toklas!",Comedy,,,,,,,
"Yours, Mine and Ours",Children,Comedy,,,,,,
Alice's Restaurant,Comedy,Drama,,,,,,
Colossus: The Forbin Project,Sci-Fi,Thriller,,,,,,
Ma nuit chez Maud,Comedy,Romance,,,,,,
More,Crime,Drama,Romance,,,,,
Dodesukaden,Drama,Fantasy,,,,,,
Le genou de Claire,Comedy,Romance,,,,,,
"Hi, Mom!",Comedy,,,,,,,
En kärlekshistoria,Drama,Romance,,,,,,
On a Clear Day You Can See Forever,Comedy,Musical,Romance,,,,,
Performance,Crime,Drama,Thriller,,,,,
The Beguiled,Drama,Thriller,War,,,,,
The Devil's Advocate,Drama,,,,,,,
Duel,Action,Mystery,Thriller,,,,,
Johnny Got His Gun,Drama,War,,,,,,
Lo chiamavano Trinità...,Comedy,Western,,,,,,
Mon oncle Antoine,Drama,,,,,,,
El topo,Fantasy,Western,,,,,,
Dr. Phibes Rises Again,Adventure,Comedy,Horror,Romance,,,,
Kozure ôkami: Ko wo kashi ude kashi tsukamatsuru,Action,Crime,,,,,,
Kozure Ôkami: Sanzu no kawa no ubaguruma,Action,Adventure,,,,,,
Lady Sings the Blues,Drama,Musical,,,,,,
Slither,Comedy,Crime,Thriller,,,,,
Traffic,Comedy,,,,,,,
Charley Varrick,Crime,Drama,Thriller,,,,,
Dark Star,Comedy,Sci-Fi,Thriller,,,,,
Emperor of the North Pole,Action,Drama,Thriller,,,,,
Il mio nome è Nessuno,Comedy,Western,,,,,,
Save the Tiger,Drama,,,,,,,
Scarecrow,Drama,,,,,,,
The Banger Sisters,Horror,Thriller,,,,,,
Theater of Blood,Comedy,Horror,Mystery,,,,,
California Split,Comedy,Drama,,,,,,
Le fantôme de la liberté,Comedy,Drama,,,,,,
The Groove Tube,Comedy,,,,,,,
The Holy Mountain,Adventure,Comedy,Drama,Fantasy,Mystery,Sci-Fi,,
The Adventure of Sherlock Holmes' Smarter Brother,Comedy,Crime,Mystery,,,,,
Dolemite,Action,Comedy,,,,,,
The Great Waldo Pepper,Drama,Romance,,,,,,
Night Moves,Crime,Thriller,,,,,,
Professione: reporter,Drama,,,,,,,
Novecento,Drama,War,,,,,,
L'argent de poche,Comedy,Drama,,,,,,
From Noon Till Three,Comedy,Romance,Western,,,,,
Harlan County U.S.A.,Documentary,,,,,,,
The Missouri Breaks,Western,,,,,,,
Silver Streak,Action,Comedy,Crime,,,,,
Jesus of Nazareth,Drama,,,,,,,
High Anxiety,Comedy,Thriller,,,,,,
The Hound of the Baskervilles,Comedy,Crime,Mystery,,,,,
Gangs of New York,Drama,Musical,Romance,,,,,
Sorcerer,Action,Thriller,,,,,,
The Turning Point,Drama,Romance,,,,,,
Capricorn One,Drama,Sci-Fi,Thriller,,,,,
In Praise of Older Women,Comedy,Drama,,,,,,
Se ying diu sau,Action,Comedy,,,,,,
Wedding Crashers,Comedy,Drama,,,,,,
Hair,Comedy,Drama,Musical,,,,,
The In-Laws,Action,Comedy,,,,,,
Opening Night,Drama,,,,,,,
Bad Boys,Action,Crime,Drama,,,,,
Blue Thunder,Action,Crime,Drama,,,,,
D.C. Cab,Action,Comedy,,,,,,
El Norte,Adventure,Drama,,,,,,
Merry Christmas Mr. Lawrence,Drama,War,,,,,,
The Pirates of Penzance,Adventure,Comedy,Musical,Romance,,,,
Rock & Rule,Adventure,Animation,Musical,Sci-Fi,,,,
Rumble Fish,Drama,,,,,,,
Star 80,Drama,,,,,,,
The Star Chamber,Action,Crime,Drama,Thriller,,,,
To Be or Not to Be,Comedy,Romance,War,,,,,
Twilight Zone: The Movie,Fantasy,Horror,Sci-Fi,Thriller,,,,
SubUrbia,Drama,,,,,,,
Yellowbeard,Action,Adventure,Comedy,,,,,
Another Country,Drama,Romance,,,,,,
Boy Meets Girl,Drama,,,,,,,
Cloak & Dagger,Action,Adventure,Children,Crime,Mystery,Thriller,,
Electric Dreams,Comedy,Drama,Romance,Sci-Fi,,,,
